917;93.79;833.44;834.78
918;0;833.08;834.47
918;33.84;831.01;832.36
918;60.49;829.35;830.37
919;0;826.89;828.2
919;28.5;825.12;826.39
919;50;823.78;824.91
919;66.5;822.73;823.75
919;76.3;822.09;823.31
919;83.52;821.61;822.99
920;0;820.49;822.08
920;43;817.49;818.9
920;75;815.26;816.59
920;93.76;813.95;815.23
921;0;813.52;814.82
921;16.33;812.4;813.6
921;31.5;811.4;812.47
921;56.5;809.78;811.11
921;60;809.55;810.93
921;65.7;809.19;810.65
921;74.07;808.64;809.86
921;83;807.73;809.01
922;0;805.98;807.27
922;11.5;804.8;806.18
922;20.31;803.89;805.33
922;35.26;802.36;803.96
922;46.92;801.16;802.61
922;54.77;800.51;802.17
922;65.5;800.48;801.97
922;78.5;800.64;802.17
922;84.5;800.71;802.15
923;0;800.9;801.93
923;18;801.12;802.54
923;30.5;801.3;803
923;36.83;801.61;803.28
923;47;802.98;804.23
923;61;805.23;806.57
923;74.84;807.44;809.03
924;0;811.48;812.75
924;9.5;813;814.02
924;27.87;815.99;817.53
924;54.16;820.39;822.55
924;79.07;824.45;826.11
924;86.13;825.64;826.75
925;0;826.51;828.02
925;6;826.81;828.49
925;43;828.66;830.26
925;67.5;829.87;831.48
925;84.78;830.69;832.35
926;0;831.38;833.12
926;48.5;833.44;834.86
926;75.71;834.57;835.65
926;82.79;834.63;835.84
927;0;834.74;835.75
927;7.05;834.79;835.89
927;20;834.88;836.46
927;24.62;834.91;836.27
927;34.55;834.97;836.31
927;55.5;835.11;836.82
927;78.05;835.24;837.15
928;0;835.32;836.72
928;21;835.39;836.97
928;30;835.42;836.83
928;51;835.49;836.51
928;71.03;835.55;836.69
928;88.5;835.61;837.07
929;0;835.65;837.04
929;15.5;835.74;837.18
929;39.5;835.99;837.61
929;52.5;836.2;837.34
929;58.29;836.31;837.79
930;0;837.26;838.7
930;15;837.63;839.2
930;22.5;837.81;838.97
930;31;838.02;839.14
930;45.14;838.37;839.97
930;55.5;838.63;839.87
930;76.07;839.13;840.65
931;0;839.73;841.22
931;11.5;840.01;841.66
931;20.5;840.24;841.39
931;65.5;843.04;844.07
932;0;845.2;846.55
932;25.2;846.77;848.41
932;61.5;849.03;850.55
932;67.5;849.39;851.35
932;89.5;850.72;851.81
933;0;851.33;852.76
933;14.19;852.13;853.4
933;35.5;853.25;854.37
933;72;855.04;856.55
934;0;856.36;858.17
934;23.5;857.46;859.23
934;42.5;858.36;860.14
934;65.12;859.42;860.89
934;79.95;860.11;861.57
935;0;861.06;862.62
935;22;862.09;863.28
935;37;862.79;863.83
935;42.66;862.94;864.03
935;82.5;863.96;865.43
936;0;864.4;866.03
936;39;865.4;866.87
936;46;865.58;867.01
936;68;866.14;867.62
937;0;866.94;868.53
937;15.5;867.3;868.78
937;25.07;867.52;868.93
937;54.5;868.09;869.38
937;60.5;868.18;869.44
937;65.5;868.25;869.49
937;76.98;868.38;869.61
937;86.06;868.46;869.71
938;0;868.52;869.85
938;16;868.5;869.77
938;25.5;868.45;869.72
938;44.5;868.32;869.63
938;64.5;868.12;869.53
938;89.5;867.82;869.4
939;0;867.69;869.35
939;31.64;867.29;868.76
939;51;867.04;868.41
939;67;866.84;868.27
939;79.94;866.67;868.16
940;0;866.41;867.99
940;15.5;866.22;867.72
940;37;865.94;867.35
940;70.68;865.51;866.87
940;77.5;865.25;866.49
941;0;864.39;865.89
941;18;863.7;864.97
941;38;862.95;864.47
941;73.44;861.77;862.79
941;88.05;861.35;862.5
942;0;861.04;862.28
942;17.97;860.63;862.03
942;24.87;860.47;861.91
942;47.5;859.99;861.32
942;68;859.54;860.95
942;82.5;859.24;860.72
943;0;858.92;860.49
943;11.5;858.74;859.77
943;37.58;858.44;860.02
943;43.5;858.39;859.97
943;52.5;858.33;860.01
943;88.46;858.09;859.32
944;0;857.11;860.4
944;19.77;855.44;856.94
944;47;853.14;854.4
944;71.5;851.06;852.37
945;0;848.55;850.41
945;30.5;845.71;847.18
945;53.61;843.49;845.05
945;78;841.12;842.52
946;0;838.99;840.05
946;41;835;836.27
946;82.5;830.97;832.04
947;0;829.27;830.86
947;20.66;827.25;828.6
947;25;826.82;828.53
947;59.18;823.4;824.84
947;80.5;821.27;822.44
948;0;819.32;820.92
948;6;818.72;819.74
948;32.62;816.05;817.14
948;64.5;812.81;814.29
948;93.14;809.8;811.18
949;0;809.06;810.44
949;27.5;806;807.5
949;50.85;803.34;804.68
949;62.5;802;803.17
950;0;797.68;799.11
